Unfollow_084_12|and yet here were two people whose kindness intelligence generosity and good intentions were all self evident|and yet here were two people whose kindness intelligence generosity and good intentions were all self evident
Unfollow_084_13|they weren't evil stupid or delusional|they weren't evil stupid or delusional
Unfollow_084_14|they just saw things differently than i had been taught to and they could articulate the logic and reasoning behind their thinking|they just saw things differently than i had been taught to and they could articulate the logic and reasoning behind their thinking
Unfollow_084_15|my head was spinning as the four of us fought the cold wind and made our way back to the floyds car|my head was spinning as the four of us fought the cold wind and made our way back to the floyds car
Unfollow_084_16|grace and i looked across the backseat at each other amazement on both of our faces my thoughts reflected in her features how was this possible|grace and i looked across the backseat at each other amazement on both of our faces my thoughts reflected in her features how was this possible
Unfollow_084_17|if there truly was more than one legitimate way to understand the world then there was nothing inherently wrong with people who believed differently than we did|if there truly was more than one legitimate way to understand the world then there was nothing inherently wrong with people who believed differently than we did
Unfollow_084_18|we could cease presuming most people were evil and ill intentioned|we could cease presuming most people were evil and ill intentioned
Unfollow_084_19|the hope that sprang from this realization would become the new foundation of my life but along with that hope came still more confusion|the hope that sprang from this realization would become the new foundation of my life but along with that hope came still more confusion
Unfollow_084_20|if there was more than one possible answer how did anyone manage to decide between them|if there was more than one possible answer how did anyone manage to decide between them
Unfollow_084_21|dec 30 2012 day 13|dec thirty two thousand and twelve day thirteen
Unfollow_084_22|the god delusion|the god delusion
Unfollow_084_23|the journalist andrew mueller is of the opinion that pledging yourself to any particular religion is no more or less weird than choosing to believe that the world is rhombus shaped and borne through the cosmos in the pincers of two enormous green lobsters called esmerelda and keith|the journalist andrew mueller is of the opinion that pledging yourself to any particular religion is no more or less weird than choosing to believe that the world is rhombus shaped and borne through the cosmos in the pincers of two enormous green lobsters called esmerelda and keith
Unfollow_084_24|chad i can tell you that i already know you'll talk too fast|chad i can tell you that i already know you'll talk too fast
Unfollow_084_25|you did leave a pretty long youtube fast talking trail|you did leave a pretty long youtube fast talking trail
Unfollow_084_26|i did think the screen liked your face|i did think the screen liked your face
Unfollow_084_27|that's a fact|that's a fact
Unfollow_084_28|the shit you said was crazy|the shit you said was crazy
Unfollow_084_29|you think i discount that because of the screen liking your face|you think i discount that because of the screen liking your face
Unfollow_084_30|i don't|i don't
Unfollow_084_31|i need to know that it wasn't necessarily you|i need to know that it wasn't necessarily you
Unfollow_084_32|you know|you know
Unfollow_084_33|megan where to begin|megan where to begin
Unfollow_084_34|chad i don't believe obama is the literal antichrist|chad i don't believe obama is the literal antichrist
Unfollow_084_35|i don't believe gays marrying will trigger the end of days|i don't believe gays marrying will trigger the end of days
Unfollow_084_36|etc|etc
Unfollow_084_37|etc|etc
Unfollow_084_38|megan i don't believe either of those things either|megan i don't believe either of those things either
Unfollow_084_39|i didn't think there was even enough biblical evidence to support them|i didn't think there was even enough biblical evidence to support them
Unfollow_084_40|start with i believed the bible was it|start with i believed the bible was it
Unfollow_084_41|that it was right no matter what i would have come up with myself even if i thought something it said was wrong even if it made me angry even if it hurt other people|that it was right no matter what i would have come up with myself even if i thought something it said was wrong even if it made me angry even if it hurt other people
Unfollow_084_42|chad okay|chad okay
Unfollow_084_43|not tonight|not tonight
Unfollow_084_44|and know that i think in spite of all of that your family has so many great qualities and obviously did such a great job of raising educating you etc|and know that i think in spite of all of that your family has so many great qualities and obviously did such a great job of raising educating you etc
Unfollow_084_45|learning about the floyds belief system was eye opening to me|learning about the floyds belief system was eye opening to me
Unfollow_084_46|in many ways it seemed to be exactly what i had wanted from my family an improvement on several of our most objectionable doctrines|in many ways it seemed to be exactly what i had wanted from my family an improvement on several of our most objectionable doctrines
Unfollow_084_47|where we had been deliberately provocative and even cruel for instance witnesses strove for gentleness in contrast to our boisterous funeral pickets they knocked on doors to preach their gospel meekly walking away when requested|where we had been deliberately provocative and even cruel for instance witnesses strove for gentleness in contrast to our boisterous funeral pickets they knocked on doors to preach their gospel meekly walking away when requested
Unfollow_084_48|and yet in spite of that fact i still found myself unsatisfied|and yet in spite of that fact i still found myself unsatisfied
Unfollow_084_49|my questions had become deeper since i left topeka|my questions had become deeper since i left topeka
Unfollow_084_50|in all my conversations with dustin and laura i had refrained from asking the question that now weighed so heavily on my mind why did they believe that the bible was the capital t truth in the first place|in all my conversations with dustin and laura i had refrained from asking the question that now weighed so heavily on my mind why did they believe that the bible was the capital t truth in the first place
Unfollow_084_51|i wasn't looking to be persuaded from the position i had held throughout my conscious life|i wasn't looking to be persuaded from the position i had held throughout my conscious life
Unfollow_084_52|i had dearly loved the scriptures from the time i was a child listening to my mother read from them each night her reverence clear in every word|i had dearly loved the scriptures from the time i was a child listening to my mother read from them each night her reverence clear in every word
Unfollow_084_53|when i quoted from the king james version to journalists or curious passersby on the picket line their eyes would often glaze over at the seventeenth century prose but the language and the imagery were as familiar and beautiful to me as my own mother's voice and comforting in their familiarity|when i quoted from the king james version to journalists or curious passersby on the picket line their eyes would often glaze over at the seventeenth century prose but the language and the imagery were as familiar and beautiful to me as my own mother's voice and comforting in their familiarity
Unfollow_084_54|how sweet are thy words unto my taste|how sweet are thy words unto my taste
Unfollow_084_55|yea sweeter than honey to my mouth|yea sweeter than honey to my mouth
Unfollow_084_56|the bible's words became mine and at all hours and in all circumstances my mind would call them forth for guidance courage inspiration|the bible's words became mine and at all hours and in all circumstances my mind would call them forth for guidance courage inspiration
Unfollow_084_57|i read them studied them memorized them recited them and defended them daily|i read them studied them memorized them recited them and defended them daily
Unfollow_084_58|though i had turned away from it while we were still at westboro the question i had posed to grace months earlier wouldn't be denied any longer what if the god of the bible isn't the god of creation|though i had turned away from it while we were still at westboro the question i had posed to grace months earlier wouldn't be denied any longer what if the god of the bible isn't the god of creation
Unfollow_084_59|we don't believe that the koran has the truth about god|we don't believe that the koran has the truth about god
Unfollow_084_60|is it just because we were told forever that this is how things are|is it just because we were told forever that this is how things are
Unfollow_084_61|at home my siblings and i had learned a principle even if god's actions or instructions in the bible seemed evil to our finite minds all that he did was by definition perfect and just|at home my siblings and i had learned a principle even if god's actions or instructions in the bible seemed evil to our finite minds all that he did was by definition perfect and just
Unfollow_084_62|for my thoughts are not your thoughts neither are your ways my ways saith the lord|for my thoughts are not your thoughts neither are your ways my ways saith the lord
Unfollow_084_63|for as the heavens are higher than the earth so are my ways higher than your ways and my thoughts than your thoughts|for as the heavens are higher than the earth so are my ways higher than your ways and my thoughts than your thoughts
Unfollow_084_64|god's word was the standard by which all men were measured and his actions were righteous simply by virtue of the fact that he had taken them|god's word was the standard by which all men were measured and his actions were righteous simply by virtue of the fact that he had taken them
Unfollow_084_65|all that was in the bible was unquestionably good|all that was in the bible was unquestionably good
Unfollow_084_66|for me this belief was becoming more and more difficult to sustain|for me this belief was becoming more and more difficult to sustain
Unfollow_084_67|fortunately the bible's truth and reliability was the subject of the first sunday meeting i attended at rapid city's kingdom hall as jehovah's witnesses call their meeting places|fortunately the bible's truth and reliability was the subject of the first sunday meeting i attended at rapid city's kingdom hall as jehovah's witnesses call their meeting places
Unfollow_084_68|i hadn't been inside a place of worship in nearly two months and in all my years i had been inside non westboro churches on only the rarest of occasions|i hadn't been inside a place of worship in nearly two months and in all my years i had been inside non westboro churches on only the rarest of occasions
Unfollow_084_69|the foreignness of this place was both an intense curiosity and a physical revulsion and i had to fight to suppress the latter|the foreignness of this place was both an intense curiosity and a physical revulsion and i had to fight to suppress the latter
Unfollow_084_70|the thoughts that kept me from bolting from the building were becoming something of a mantra what am i feeling|the thoughts that kept me from bolting from the building were becoming something of a mantra what am i feeling
Unfollow_084_71|why am i feeling it|why am i feeling it
Unfollow_084_72|are my feelings justified by evidence or a matter of instinct|are my feelings justified by evidence or a matter of instinct
Unfollow_084_73|laura guided us to sit in the middle section of the hall and i looked around trying to collect myself by focusing on specific details|laura guided us to sit in the middle section of the hall and i looked around trying to collect myself by focusing on specific details
Unfollow_084_74|the room had a capacity of about two hundred though fewer than half the seats were filled|the room had a capacity of about two hundred though fewer than half the seats were filled
Unfollow_084_75|rows of upholstered chairs instead of pews|rows of upholstered chairs instead of pews
Unfollow_084_76|industrial beige carpet and a raised platform with a small lectern for the speaker|industrial beige carpet and a raised platform with a small lectern for the speaker
Unfollow_084_77|you and your instead of thee and thou to address god|you and your instead of thee and thou to address god
Unfollow_084_78|during the prayer husbands in suits wrapped their arms around wives in long skirts|during the prayer husbands in suits wrapped their arms around wives in long skirts
Unfollow_084_79|the women left their hair uncovered giving me a sense of our collective nakedness among the congregation|the women left their hair uncovered giving me a sense of our collective nakedness among the congregation
Unfollow_084_80|when i asked laura later about the lack of head coverings she directed me to the very same passage that westboro used to require them which i was shocked to realize was not in keeping with the plain language used there|when i asked laura later about the lack of head coverings she directed me to the very same passage that westboro used to require them which i was shocked to realize was not in keeping with the plain language used there
Unfollow_084_81|but every woman that prayeth or prophesieth with her head uncovered dishonoureth her head the passage read and then clarified that her hair is given her for a covering|but every woman that prayeth or prophesieth with her head uncovered dishonoureth her head the passage read and then clarified that her hair is given her for a covering
Unfollow_084_82|in spite of this language westboro required a second head covering and took other churches refusal to do so as dispositive evidence that the whole congregation was rebellious and damned by god|in spite of this language westboro required a second head covering and took other churches refusal to do so as dispositive evidence that the whole congregation was rebellious and damned by god
Unfollow_084_83|in laura's bible the text was even clearer for her hair is given to her instead of a covering|in laura's bible the text was even clearer for her hair is given to her instead of a covering
Unfollow_084_84|that jehovah's witnesses used an entirely different version of the scriptures the new world translation brought up yet another layer of doubt|that jehovah's witnesses used an entirely different version of the scriptures the new world translation brought up yet another layer of doubt
Unfollow_084_85|i knew that translations of the bible often varied widely in their language and thus their meaning but westboro had declared the king james to be the only acceptable text|i knew that translations of the bible often varied widely in their language and thus their meaning but westboro had declared the king james to be the only acceptable text
Unfollow_084_86|all others were tainted by human hands and desires|all others were tainted by human hands and desires
Unfollow_084_87|the arbitrariness of this claim now seemed apparent to me a judgment my grandfather had made long ago on the basis of his conscience but then denied all others the right to do likewise|the arbitrariness of this claim now seemed apparent to me a judgment my grandfather had made long ago on the basis of his conscience but then denied all others the right to do likewise
Unfollow_084_88|at westboro when outsiders reminded us of the many contradictions among the various versions of the bible and questioned our use of the kjv i instinctively avoided answering their positions directly|at westboro when outsiders reminded us of the many contradictions among the various versions of the bible and questioned our use of the kjv i instinctively avoided answering their positions directly
Unfollow_084_89|because gramps said so would seem not to be a very convincing argument|because gramps said so would seem not to be a very convincing argument
Unfollow_084_90|no better than the bible is true because my wicked heart says so i thought remembering the paradox that had caused me to doubt the bible's infallibility in the first place|no better than the bible is true because my wicked heart says so i thought remembering the paradox that had caused me to doubt the bible's infallibility in the first place
Unfollow_084_91|i had hoped that brother alt's sermon would shed some light on this question but the longer i listened the more fragile his case seemed|i had hoped that brother alt's sermon would shed some light on this question but the longer i listened the more fragile his case seemed
Unfollow_084_92|perhaps because the speaker was not my beloved mother or grandfather or relative i listened to his sermon more critically than i ever had at westboro|perhaps because the speaker was not my beloved mother or grandfather or relative i listened to his sermon more critically than i ever had at westboro
Unfollow_084_93|he began with a quote wherein the bible describes the bible's goodness|he began with a quote wherein the bible describes the bible's goodness
Unfollow_084_94|all scripture is inspired of god and beneficial for teaching for reproving for setting things straight for disciplining in righteousness so that the man of god may be fully competent completely equipped for every good work|all scripture is inspired of god and beneficial for teaching for reproving for setting things straight for disciplining in righteousness so that the man of god may be fully competent completely equipped for every good work
Unfollow_084_95|in my head echoed the dry words of the bbc's louis theroux who refuted this sort of circular logic in his second documentary about westboro well the bible would say that wouldn't it|in my head echoed the dry words of the bbc's louis theroux who refuted this sort of circular logic in his second documentary about westboro well the bible would say that wouldn't it
Unfollow_084_96|brother alt continued|brother alt continued
Unfollow_084_97|some people say experience is the best teacher no|some people say experience is the best teacher no
Unfollow_084_98|the bible is the best teacher|the bible is the best teacher
Unfollow_084_99|i surreptitiously glanced around at the faces scattered throughout the hall rapt and nodding|i surreptitiously glanced around at the faces scattered throughout the hall rapt and nodding
Unfollow_084_100|his words rang hollow in my ears as if simply asserting such a thing could make it true but i knew that only months earlier i would have accepted this idea without doubts as this congregation now seemed to|his words rang hollow in my ears as if simply asserting such a thing could make it true but i knew that only months earlier i would have accepted this idea without doubts as this congregation now seemed to
Unfollow_084_101|human advice leaves something to be desired but not so with the bible he said|human advice leaves something to be desired but not so with the bible he said
Unfollow_084_102|it provides the best guidance in the world i couldn't dispute that the scriptures were filled with practical advice meditations on human nature and beautiful sentiments that i could never imagine rejecting|it provides the best guidance in the world i couldn't dispute that the scriptures were filled with practical advice meditations on human nature and beautiful sentiments that i could never imagine rejecting
Unfollow_084_103|love your enemies|love your enemies
Unfollow_084_104|better is a little with righteousness than great revenues without right|better is a little with righteousness than great revenues without right
Unfollow_084_105|he that answereth a matter before he heareth it it is a folly and shame unto him|he that answereth a matter before he heareth it it is a folly and shame unto him
Unfollow_084_106|hatred stirreth up strifes but love covereth all sins|hatred stirreth up strifes but love covereth all sins
Unfollow_084_107|but what of the tale of the levite and his dismembered concubine|but what of the tale of the levite and his dismembered concubine
Unfollow_084_108|and god's commandment to put disobedient children to death|and god's commandment to put disobedient children to death
Unfollow_084_109|his threat to punish idolaters by causing them to eat the flesh of their sons of their daughters and of their friends|his threat to punish idolaters by causing them to eat the flesh of their sons of their daughters and of their friends
Unfollow_084_110|i listened to brother alt extol the virtues of the scriptures without qualification and i felt resistance growing inside me|i listened to brother alt extol the virtues of the scriptures without qualification and i felt resistance growing inside me
Unfollow_084_111|as i had for weeks now i kept coming back to the image of the almighty that my mother had first explained to me as a child holding a barbie in the backseat of our old camry the divine potter of romans 9 fashioning a tiny group to join him in heaven while sentencing the teeming billions to pass the eons of eternity in exquisite ever increasing torment for sins he caused them to commit simply because it pleased him to torture them|as i had for weeks now i kept coming back to the image of the almighty that my mother had first explained to me as a child holding a barbie in the backseat of our old camry the divine potter of romans nine fashioning a tiny group to join him in heaven while sentencing the teeming billions to pass the eons of eternity in exquisite ever increasing torment for sins he caused them to commit simply because it pleased him to torture them
Unfollow_084_112|could there be any clearer portrait of evil|could there be any clearer portrait of evil
Unfollow_084_113|i simply could not believe that this was good in any sense of the word|i simply could not believe that this was good in any sense of the word
Unfollow_084_114|more important i simply did not believe it however fearful i was to declare it plainly even in my own mind|more important i simply did not believe it however fearful i was to declare it plainly even in my own mind
Unfollow_084_115|regardless of what the bible said|regardless of what the bible said
Unfollow_084_116|at the conclusion of the sermon laura introduced grace and me to several cheerful women who welcomed us with warmth and genuine interest and then she led us to the cabinets filled with witness publications|at the conclusion of the sermon laura introduced grace and me to several cheerful women who welcomed us with warmth and genuine interest and then she led us to the cabinets filled with witness publications
Unfollow_084_117|there were dozens of stacks of books and bible tracts but she found what she was looking for a small yellow book with what does the bible really teach emblazoned on the cover and offered to go through it with us back at the inn|there were dozens of stacks of books and bible tracts but she found what she was looking for a small yellow book with what does the bible really teach emblazoned on the cover and offered to go through it with us back at the inn
Unfollow_084_118|i nodded|i nodded
Unfollow_084_119|please|please
Unfollow_084_120|i didn't want to offend my new friends by launching into a critique of brother alt's talk so i was vague and quiet on the forty five minute drive through the darkness back to deadwood|i didn't want to offend my new friends by launching into a critique of brother alt's talk so i was vague and quiet on the forty five minute drive through the darkness back to deadwood
Unfollow_084_121|with grace sprawled across the backseat her hair strewn across my lap as i scratched her head i pondered my doubts and tried to make sense of what it all meant|with grace sprawled across the backseat her hair strewn across my lap as i scratched her head i pondered my doubts and tried to make sense of what it all meant
Unfollow_084_122|megan chad|megan chad
Unfollow_084_123|is the bible just another book|is the bible just another book
Unfollow_084_124|one with beautiful language and compelling stories but not divine|one with beautiful language and compelling stories but not divine
Unfollow_084_125|like reading david foster wallace's speech at kenyon college and being moved [bracketed] via words like on fire with the same force that lit the stars but not thinking he's god or speaks for god or that every word he says has to be obeyed|like reading david foster wallace's speech at kenyon college and being moved [bracketed] via words like on fire with the same force that lit the stars but not thinking he's god or speaks for god or that every word he says has to be obeyed
Unfollow_084_126|but as he'd done so many times since i left westboro chad declined to share his thoughts on the question with me|but as he'd done so many times since i left westboro chad declined to share his thoughts on the question with me
Unfollow_084_127|we could speak of music and movies tech and television but when it came to matters of belief he would change the subject instead of offering an opinion|we could speak of music and movies tech and television but when it came to matters of belief he would change the subject instead of offering an opinion
Unfollow_084_128|i found it frustrating but i understood why he did it|i found it frustrating but i understood why he did it
Unfollow_084_129|i hadn't been so malleable since i was a child and he was taking great pains to avoid unduly influencing me|i hadn't been so malleable since i was a child and he was taking great pains to avoid unduly influencing me
Unfollow_084_130|he wanted to know where my own heart and thoughts would lead me|he wanted to know where my own heart and thoughts would lead me
Unfollow_084_131|if i was going to grow out of the mental and emotional boundaries that had so long characterized my existence the bounds of my habitation i would need to forge my own path|if i was going to grow out of the mental and emotional boundaries that had so long characterized my existence the bounds of my habitation i would need to forge my own path
Unfollow_084_132|i awoke before dawn one morning in early january my left hand still protectively covering my phone beneath the pillow|i awoke before dawn one morning in early january my left hand still protectively covering my phone beneath the pillow
Unfollow_084_133|like most nights i had fallen asleep texting chad|like most nights i had fallen asleep texting chad
Unfollow_084_134|and like most mornings i would begin my day stalking my family on twitter|and like most mornings i would begin my day stalking my family on twitter
Unfollow_084_135|within days of my departure from westboro several members of the church had proactively blocked me from viewing their posts on the platform|within days of my departure from westboro several members of the church had proactively blocked me from viewing their posts on the platform
Unfollow_084_136|i had created a fake account in response one whose sole use would be following but never engaging every account associated with the church|i had created a fake account in response one whose sole use would be following but never engaging every account associated with the church
Unfollow_084_137|i recognized twitter as the only real window into my family's lives and daily activities|i recognized twitter as the only real window into my family's lives and daily activities
Unfollow_084_138|they might be holding signs in every photo but where else could i see my parents and siblings|they might be holding signs in every photo but where else could i see my parents and siblings
Unfollow_084_139|how else could i know what they were up to|how else could i know what they were up to
Unfollow_084_140|not even i thought this was a particularly healthy habit for me to cultivate like emily in our town reliving the days of her former existence and in the beginning i had tried to limit the time i spent staring into the past at my old life|not even i thought this was a particularly healthy habit for me to cultivate like emily in our town reliving the days of her former existence and in the beginning i had tried to limit the time i spent staring into the past at my old life
Unfollow_084_141|now i didn't even make the attempt|now i didn't even make the attempt
Unfollow_084_142|i understood that it would be pathetic and sad to spend my days watching other people live via social media a waste of the new life and freedom i now had|i understood that it would be pathetic and sad to spend my days watching other people live via social media a waste of the new life and freedom i now had
Unfollow_084_143|still whenever i encountered resistance from grace newbery libby even dustin and laura i justified the time i spent with a new hope taking root inside me|still whenever i encountered resistance from grace newbery libby even dustin and laura i justified the time i spent with a new hope taking root inside me
Unfollow_084_144|what if someone could get through to them|what if someone could get through to them
Unfollow_084_145|while it was tempting to despair that westboro would ever change i couldn't forget the obvious counterpoint that i had changed|while it was tempting to despair that westboro would ever change i couldn't forget the obvious counterpoint that i had changed
Unfollow_084_146|i had been zealous dedicated and absolutely convinced of our cause|i had been zealous dedicated and absolutely convinced of our cause
Unfollow_084_147|true i had spent my final months at the church trying without success to change their hearts and minds but if i could be convinced it stood to reason that others could be as well|true i had spent my final months at the church trying without success to change their hearts and minds but if i could be convinced it stood to reason that others could be as well
Unfollow_084_148|part of my motive was undeniably selfish i was desperate to have my loved ones back in my life to lose the howling pain that held my insides in a vise grip|part of my motive was undeniably selfish i was desperate to have my loved ones back in my life to lose the howling pain that held my insides in a vise grip
Unfollow_084_149|but it was becoming clear that this wasn't the only reason we should try to persuade church members away from their views|but it was becoming clear that this wasn't the only reason we should try to persuade church members away from their views
Unfollow_084_150|like the rest of the country i had watched in horror at the news coverage of the december shooting at sandy hook elementary school|like the rest of the country i had watched in horror at the news coverage of the december shooting at sandy hook elementary school
Unfollow_084_151|i knew what my family would say but i was still saddened and dismayed to watch the scene play out the way it had so many times before an eruption of tweets and news releases pouring salt into the gaping wounds of the victims families celebrating the mass murder of first graders as the condign wrath of god and vowing to protest the memorials|i knew what my family would say but i was still saddened and dismayed to watch the scene play out the way it had so many times before an eruption of tweets and news releases pouring salt into the gaping wounds of the victims families celebrating the mass murder of first graders as the condign wrath of god and vowing to protest the memorials
Unfollow_084_152|pray for more dead kids the sign read|pray for more dead kids the sign read
Unfollow_084_153|my relief at not participating was tempered by distress at the number of times i had done exactly the same and to more families than i could guess|my relief at not participating was tempered by distress at the number of times i had done exactly the same and to more families than i could guess
Unfollow_093_1|i did not dare to look across the table which felt to me like a shield|i did not dare to look across the table which felt to me like a shield
Unfollow_093_2|the first row of chairs sat just on the other side of it the closest faces only a few feet away|the first row of chairs sat just on the other side of it the closest faces only a few feet away
Unfollow_093_3|grace said little until david asked about leaving our family|grace said little until david asked about leaving our family
Unfollow_093_4|i tried to be vague so as to avoid openly weeping but she spoke up suddenly and passionately until it felt like we were both drowning in it again|i tried to be vague so as to avoid openly weeping but she spoke up suddenly and passionately until it felt like we were both drowning in it again
Unfollow_093_5|we'll answer some questions in a minute david said as grace and i collected ourselves but the last thing i wanted to share is a revelation i had this week during my conversations with megan and grace|we'll answer some questions in a minute david said as grace and i collected ourselves but the last thing i wanted to share is a revelation i had this week during my conversations with megan and grace
Unfollow_093_6|to be honest i don't know if i could do what they did|to be honest i don't know if i could do what they did
Unfollow_093_7|if i had been raised the way that they were raised i would've been out there holding signs with grandpa phelps too|if i had been raised the way that they were raised i would've been out there holding signs with grandpa phelps too
Unfollow_093_8|if i was brought up in their family would i have the strength of character and the moral fortitude to leave my family|if i was brought up in their family would i have the strength of character and the moral fortitude to leave my family
Unfollow_093_9|to leave everything i've ever known he shook his head|to leave everything i've ever known he shook his head
Unfollow_093_10|i want to say that i would have but i don't know|i want to say that i would have but i don't know
Unfollow_093_11|when i finally looked across the table my eye was drawn instantly to a woman a few rows back|when i finally looked across the table my eye was drawn instantly to a woman a few rows back
Unfollow_093_12|i recognized her as one of the counterprotesters from three years earlier|i recognized her as one of the counterprotesters from three years earlier
Unfollow_093_13|long dark hair|long dark hair
Unfollow_093_14|sharp brown eyes|sharp brown eyes
Unfollow_093_15|she had been part of the group that had surrounded me grabbing for my signs pushing and pressing in on me|she had been part of the group that had surrounded me grabbing for my signs pushing and pressing in on me
Unfollow_093_16|it had been her face twisted in disgust that had been screaming into mine while those two old women whispered in my ears|it had been her face twisted in disgust that had been screaming into mine while those two old women whispered in my ears
Unfollow_093_17|i felt my skin crawl my stomach clenching as fear and betrayal surfaced again|i felt my skin crawl my stomach clenching as fear and betrayal surfaced again
Unfollow_093_18|some of these people had attacked my family|some of these people had attacked my family
Unfollow_093_19|what was i doing here|what was i doing here
Unfollow_093_20|but the woman's face wasn't vengeful now|but the woman's face wasn't vengeful now
Unfollow_093_21|it was splotchy with tears|it was splotchy with tears
Unfollow_093_22|as david began to call on audience members with questions i was moved to find similar expressions on faces all over the room|as david began to call on audience members with questions i was moved to find similar expressions on faces all over the room
Unfollow_093_23|not angry|not angry
Unfollow_093_24|mournful|mournful
Unfollow_093_25|they framed their questions with kindness|they framed their questions with kindness
Unfollow_093_26|they offered forgiveness|they offered forgiveness
Unfollow_093_27|again and again they expressed the hope that if we could change then others could too|again and again they expressed the hope that if we could change then others could too
Unfollow_093_28|many would find grace and me later embrace after embrace and tell us their stories of westboro|many would find grace and me later embrace after embrace and tell us their stories of westboro
Unfollow_093_29|students with lgbt friends driven to self harm by an atmosphere of intolerance we had fed|students with lgbt friends driven to self harm by an atmosphere of intolerance we had fed
Unfollow_093_30|a twenty something whose parents had forced him from his home when he'd come out as gay i know what it feels like to lose your family he said as he wrapped me in a bear hug|a twenty something whose parents had forced him from his home when he'd come out as gay i know what it feels like to lose your family he said as he wrapped me in a bear hug
Unfollow_093_31|you're not alone a u s marine who had witnessed westboro's presence at the funeral of his friend|you're not alone a u s marine who had witnessed westboro's presence at the funeral of his friend
Unfollow_093_32|it had been over a year he told me and still he had so much rage|it had been over a year he told me and still he had so much rage
Unfollow_093_33|he couldn't turn on a dime and let it all go but it helped him to understand|he couldn't turn on a dime and let it all go but it helped him to understand
Unfollow_093_34|he believed he could find peace now|he believed he could find peace now
Unfollow_093_35|most shocking of all would be the handful of apologies|most shocking of all would be the handful of apologies
Unfollow_093_36|some had accosted me on twitter others outside the festival three years earlier|some had accosted me on twitter others outside the festival three years earlier
Unfollow_093_37|i didn't know they said|i didn't know they said
Unfollow_093_38|i was angry|i was angry
Unfollow_093_39|next time i'll try to find a better way|next time i'll try to find a better way
Unfollow_093_40|just a few more questions guys david said|just a few more questions guys david said
Unfollow_093_41|they're gonna need this room for the next session soon|they're gonna need this room for the next session soon
Unfollow_093_42|what's the most important thing you've learned since you've been here one girl asked|what's the most important thing you've learned since you've been here one girl asked
Unfollow_093_43|and what do you hope will happen to the church|and what do you hope will happen to the church
Unfollow_093_44|i had spent the week parsing bible verses with david and rabbi yonah bookstein who ran the festival with his wife rachel and i couldn't help diving into the verse i had most fixated on|i had spent the week parsing bible verses with david and rabbi yonah bookstein who ran the festival with his wife rachel and i couldn't help diving into the verse i had most fixated on
Unfollow_093_45|one of the most mind blowing things is how they understand the verse that says love thy neighbor i quoted the verses|one of the most mind blowing things is how they understand the verse that says love thy neighbor i quoted the verses
Unfollow_093_46|thou shalt not hate thy brother in thine heart thou shalt in any wise rebuke thy neighbour and not suffer sin upon him|thou shalt not hate thy brother in thine heart thou shalt in any wise rebuke thy neighbour and not suffer sin upon him
Unfollow_093_47|thou shalt not avenge nor bear any grudge against the children of thy people but thou shalt love thy neighbour as thyself|thou shalt not avenge nor bear any grudge against the children of thy people but thou shalt love thy neighbour as thyself
Unfollow_093_48|at home i continued we always equated love with rebuke because of that passage|at home i continued we always equated love with rebuke because of that passage
